age,education-num,hours-per-week,gender,class
18,9,20,Male,<=50K
32,10,40,Male,<=50K
52,9,50,Female,<=50K
26,9,70,Male,<=50K
33,10,40,Male,<=50K
62,14,40,Female,>50K
31,9,40,Male,<=50K
29,10,40,Male,<=50K
43,9,60,Male,<=50K
57,10,40,Male,<=50K
59,9,60,Male,<=50K
22,11,50,Male,<=50K
25,9,40,Female,<=50K
74,4,40,Male,<=50K
38,11,40,Male,<=50K
64,4,40,Male,<=50K
27,9,40,Male,<=50K
21,10,28,Female,<=50K
31,11,40,Male,<=50K
45,10,47,Male,>50K
35,9,40,Male,<=50K
18,9,50,Male,<=50K
17,6,15,Female,<=50K
39,10,45,Female,<=50K
20,10,20,Female,<=50K
37,15,60,Male,>50K
77,4,40,Male,<=50K
37,12,40,Female,<=50K
56,10,45,Female,<=50K
34,14,50,Male,<=50K
47,11,55,Female,<=50K
27,9,40,Male,<=50K
44,9,43,Female,<=50K
50,14,65,Female,<=50K
33,12,36,Male,<=50K
36,10,35,Female,<=50K
28,9,40,Male,<=50K
19,10,40,Male,<=50K
33,13,40,Female,<=50K
49,4,40,Male,<=50K
36,14,50,Male,>50K
28,5,52,Male,<=50K
41,10,40,Male,<=50K
41,9,40,Male,<=50K
42,11,35,Female,>50K
75,3,10,Male,<=50K
36,12,43,Male,>50K
26,9,40,Male,<=50K
26,9,20,Female,<=50K
22,9,40,Male,<=50K
24,10,45,Male,<=50K
33,6,45,Female,<=50K
19,9,40,Male,<=50K
38,12,40,Male,<=50K
38,13,40,Male,<=50K
51,11,40,Female,<=50K
22,12,25,Male,<=50K
19,10,24,Male,<=50K
34,13,50,Female,>50K
41,5,35,Female,<=50K
31,9,42,Male,<=50K
58,9,40,Male,<=50K
45,7,40,Female,<=50K
51,13,40,Male,>50K
64,9,30,Female,<=50K
63,6,40,Male,<=50K
45,10,45,Male,<=50K
45,9,40,Male,<=50K
29,11,45,Male,<=50K
52,7,20,Female,<=50K
29,10,40,Female,<=50K
35,10,40,Male,<=50K
33,10,40,Male,<=50K
26,13,40,Male,<=50K
38,10,50,Male,<=50K
55,14,50,Male,>50K
25,9,45,Male,<=50K
25,10,40,Male,<=50K
27,15,40,Male,<=50K
34,9,40,Male,<=50K
34,14,40,Male,>50K
35,13,45,Male,<=50K
37,10,75,Male,>50K
39,9,40,Male,<=50K
22,10,20,Female,<=50K
22,10,30,Male,<=50K
64,9,40,Male,>50K
34,10,52,Male,<=50K
37,10,40,Male,>50K
48,15,20,Male,<=50K
45,10,40,Female,<=50K
18,9,40,Female,<=50K
24,9,40,Female,<=50K
34,9,40,Male,<=50K
29,9,40,Female,<=50K
45,9,40,Female,<=50K
47,9,40,Female,<=50K
26,10,65,Male,<=50K
34,9,40,Male,<=50K
48,12,48,Male,>50K
36,10,45,Male,<=50K
47,11,45,Male,>50K
37,9,40,Male,<=50K
41,9,60,Male,<=50K
41,13,35,Female,<=50K
65,9,50,Male,<=50K
61,14,40,Female,>50K
25,9,40,Male,<=50K
46,3,40,Male,<=50K
19,10,25,Female,<=50K
41,9,20,Female,<=50K
21,10,40,Male,<=50K
62,9,25,Female,<=50K
28,14,38,Male,>50K
34,10,62,Male,<=50K
24,9,40,Male,<=50K
46,13,40,Male,<=50K
61,9,40,Male,<=50K
26,10,40,Male,<=50K
57,12,40,Female,<=50K
31,7,50,Male,<=50K
30,7,55,Male,<=50K
66,14,40,Female,<=50K
43,9,40,Male,<=50K
31,12,40,Male,<=50K
40,13,55,Male,>50K
26,9,52,Male,<=50K
32,13,40,Male,>50K
35,9,40,Male,<=50K
17,7,20,Female,<=50K
38,9,40,Male,<=50K
43,13,45,Male,<=50K
29,13,40,Male,<=50K
27,10,50,Male,>50K
29,12,35,Male,<=50K
34,12,60,Female,>50K
18,9,25,Male,<=50K
45,14,40,Male,>50K
18,7,5,Male,<=50K
33,9,48,Male,>50K
27,9,40,Male,<=50K
23,6,40,Female,<=50K
52,11,40,Female,<=50K
33,11,40,Male,<=50K
40,9,36,Female,<=50K
27,9,40,Male,<=50K
22,13,40,Female,<=50K
29,9,40,Female,<=50K
18,9,20,Female,<=50K
48,13,50,Male,>50K
37,10,55,Male,<=50K
44,9,50,Male,<=50K
31,8,21,Female,<=50K
46,13,40,Male,>50K
40,10,42,Male,>50K
32,9,40,Female,<=50K
40,10,40,Male,<=50K
36,13,20,Female,<=50K
30,9,85,Male,<=50K
26,13,40,Female,<=50K
23,9,40,Male,<=50K
57,13,35,Female,<=50K
68,10,40,Male,<=50K
50,9,50,Male,>50K
37,14,40,Male,>50K
41,12,50,Male,>50K
52,9,60,Male,>50K
30,9,35,Female,<=50K
50,9,40,Male,>50K
56,4,40,Male,<=50K
22,9,54,Male,<=50K
33,13,40,Female,<=50K
67,4,40,Male,<=50K
33,11,40,Female,>50K
71,9,20,Female,<=50K
17,6,20,Female,<=50K
36,5,40,Female,<=50K
47,10,25,Female,<=50K
23,9,40,Male,<=50K
37,12,32,Male,<=50K
47,10,75,Male,>50K
17,7,24,Female,<=50K
42,11,25,Female,<=50K
21,9,40,Male,<=50K
25,9,36,Male,<=50K
32,9,40,Male,<=50K
22,13,40,Female,<=50K
52,9,40,Male,<=50K
49,10,40,Male,<=50K
51,8,40,Male,<=50K
31,10,20,Female,>50K
68,10,55,Male,>50K
35,10,40,Female,>50K
46,10,40,Male,<=50K
36,9,40,Female,>50K
28,9,40,Male,<=50K
36,12,70,Male,<=50K
67,4,40,Male,<=50K
56,10,40,Male,>50K
30,9,45,Female,<=50K
53,9,40,Male,>50K
32,14,40,Male,>50K
34,9,45,Male,<=50K
45,10,40,Male,>50K
44,9,60,Male,<=50K
32,9,40,Male,<=50K
47,9,40,Female,>50K
52,9,25,Female,<=50K
49,13,40,Male,>50K
47,13,40,Male,>50K
50,16,40,Male,>50K
35,12,40,Male,<=50K
61,9,36,Female,<=50K
47,14,50,Male,<=50K
32,9,40,Male,<=50K
50,13,40,Male,<=50K
26,10,35,Female,<=50K
62,9,40,Female,<=50K
27,9,40,Female,<=50K
27,9,40,Male,<=50K
50,10,32,Male,<=50K
53,10,40,Male,>50K
24,12,40,Male,<=50K
52,13,40,Male,>50K
23,13,32,Male,<=50K
51,11,40,Male,<=50K
44,9,40,Male,<=50K
33,6,40,Male,<=50K
44,9,30,Female,<=50K
70,10,20,Male,>50K
20,7,20,Female,<=50K
32,13,42,Female,<=50K
45,14,45,Male,>50K
46,9,40,Female,<=50K
29,12,40,Male,<=50K
41,10,40,Male,<=50K
36,9,40,Female,<=50K
23,10,40,Male,<=50K
36,13,40,Male,>50K
30,11,40,Male,<=50K
53,12,40,Male,<=50K
41,7,40,Male,<=50K
63,13,20,Male,<=50K
22,13,40,Male,<=50K
37,8,40,Female,<=50K
27,9,32,Female,<=50K
38,15,40,Male,>50K
24,14,40,Male,>50K
38,11,40,Female,<=50K
30,7,45,Male,>50K
49,16,60,Male,<=50K
60,9,50,Male,<=50K
68,7,35,Female,<=50K
33,10,40,Male,>50K
43,9,40,Male,<=50K
37,9,60,Male,<=50K
37,9,30,Male,<=50K
24,9,40,Female,<=50K
35,10,40,Male,>50K
61,3,45,Female,<=50K
60,9,45,Male,>50K
53,13,55,Male,>50K
41,13,40,Female,<=50K
24,10,48,Female,>50K
27,13,50,Male,>50K
29,9,60,Male,<=50K
29,13,40,Female,<=50K
29,9,50,Male,<=50K
28,11,60,Male,<=50K
38,10,40,Female,>50K
47,9,40,Male,<=50K
42,9,50,Female,<=50K
48,13,55,Male,<=50K
32,10,40,Female,<=50K
31,10,40,Male,<=50K
23,10,30,Female,<=50K
48,13,40,Female,<=50K
53,9,40,Male,<=50K
59,9,40,Male,<=50K
35,9,60,Male,<=50K
36,14,45,Male,>50K
30,10,16,Female,<=50K
18,7,40,Male,<=50K
18,7,20,Female,<=50K
48,9,40,Male,<=50K
63,11,40,Male,<=50K
67,13,40,Male,>50K
43,11,50,Male,<=50K
26,10,50,Male,<=50K
50,9,40,Male,<=50K
19,9,30,Male,<=50K
64,10,40,Male,<=50K
43,6,40,Male,>50K
17,6,20,Male,<=50K
22,10,50,Male,<=50K
29,9,40,Male,<=50K
38,13,45,Male,>50K
54,6,40,Male,<=50K
35,8,40,Male,<=50K
19,9,30,Male,<=50K
29,9,40,Male,<=50K
18,9,30,Male,<=50K
30,9,72,Male,<=50K
25,9,40,Female,<=50K
73,9,20,Female,<=50K
40,9,40,Male,<=50K
23,13,40,Female,<=50K
36,9,24,Female,<=50K
33,14,60,Male,<=50K
21,10,40,Male,<=50K
46,9,70,Male,>50K
51,12,40,Female,<=50K
27,10,45,Male,<=50K
31,7,40,Male,<=50K
33,13,40,Male,<=50K
20,10,20,Female,<=50K
34,9,40,Male,<=50K
58,6,35,Female,>50K
47,13,51,Male,>50K
21,10,40,Female,<=50K
20,10,28,Female,<=50K
30,7,19,Female,<=50K
43,10,45,Male,<=50K
20,7,40,Male,<=50K
59,9,40,Female,<=50K
72,4,20,Female,<=50K
39,9,60,Male,>50K
43,13,40,Male,>50K
19,9,30,Female,<=50K
44,11,40,Male,<=50K
22,10,40,Female,<=50K
36,7,40,Male,<=50K
25,9,40,Female,<=50K
31,11,40,Male,<=50K
27,9,40,Female,<=50K
40,13,55,Male,>50K
45,9,10,Female,<=50K
67,14,40,Male,<=50K
40,13,40,Male,>50K
25,9,40,Female,<=50K
34,14,40,Female,<=50K
66,10,28,Male,<=50K
19,10,20,Female,<=50K
47,10,40,Male,<=50K
17,6,5,Male,<=50K
22,10,40,Male,<=50K
59,13,50,Male,<=50K
21,9,36,Male,<=50K
17,6,16,Female,<=50K
34,13,40,Male,>50K
38,9,28,Female,<=50K
28,9,40,Male,<=50K
48,12,50,Male,>50K
43,13,40,Female,>50K
46,9,40,Male,>50K
46,9,40,Male,<=50K
20,10,40,Male,<=50K
53,8,45,Male,>50K
39,9,40,Male,>50K
26,11,50,Male,<=50K
40,10,43,Male,<=50K
28,13,16,Male,<=50K
52,13,48,Male,>50K
45,9,40,Female,<=50K
59,9,40,Male,<=50K
46,4,52,Male,<=50K
49,9,45,Male,>50K
33,13,45,Female,>50K
45,10,40,Male,<=50K
29,9,40,Male,<=50K
36,13,40,Male,<=50K
32,9,30,Female,<=50K
55,10,99,Male,>50K
33,13,25,Male,>50K
24,13,40,Male,<=50K
50,9,40,Male,<=50K
70,10,65,Male,>50K
31,9,28,Male,<=50K
50,12,60,Male,<=50K
39,9,50,Male,<=50K
32,7,40,Male,<=50K
42,13,60,Male,>50K
65,9,8,Female,<=50K
35,16,20,Female,<=50K
37,10,50,Male,>50K
21,9,16,Female,<=50K
39,9,40,Female,<=50K
18,9,40,Male,<=50K
57,9,40,Female,<=50K
55,9,40,Female,<=50K
21,10,40,Male,<=50K
17,6,20,Female,<=50K
34,9,40,Female,<=50K
22,10,20,Female,<=50K
37,14,8,Female,>50K
29,10,40,Male,<=50K
59,13,37,Male,>50K
58,9,40,Male,>50K
52,13,50,Male,>50K
42,15,72,Male,>50K
38,7,40,Male,>50K
38,10,40,Female,<=50K
76,5,40,Male,<=50K
24,12,15,Female,<=50K
51,6,40,Female,<=50K
56,13,50,Male,>50K
51,10,42,Male,>50K
44,14,45,Male,>50K
47,13,48,Male,<=50K
68,11,40,Female,<=50K
36,12,40,Female,<=50K
28,9,40,Female,<=50K
25,10,45,Male,<=50K
36,13,55,Male,<=50K
46,9,45,Male,>50K
22,10,40,Male,<=50K
29,9,40,Male,<=50K
60,9,40,Male,>50K
55,9,40,Female,<=50K
48,9,40,Female,<=50K
30,13,40,Female,<=50K
33,9,40,Male,>50K
72,11,25,Female,<=50K
32,13,70,Male,<=50K
33,9,40,Male,>50K
18,9,40,Female,<=50K
22,5,54,Male,<=50K
62,15,30,Male,>50K
19,10,40,Female,<=50K
23,9,38,Male,<=50K
58,9,32,Female,<=50K
52,10,32,Female,<=50K
24,10,40,Male,<=50K
37,13,40,Male,>50K
24,9,40,Male,<=50K
42,9,8,Male,<=50K
58,13,40,Male,>50K
36,13,45,Male,<=50K
46,10,40,Female,<=50K
33,10,50,Female,<=50K
67,9,20,Female,<=50K
57,13,45,Male,>50K
28,12,40,Male,<=50K
19,7,60,Male,<=50K
44,15,60,Male,>50K
48,13,40,Male,<=50K
34,13,40,Female,<=50K
28,9,40,Female,<=50K
34,9,40,Male,<=50K
38,13,55,Male,>50K
59,11,50,Male,>50K
52,14,50,Male,>50K
40,13,20,Female,<=50K
46,14,40,Male,<=50K
31,9,20,Female,<=50K
28,12,40,Male,<=50K
50,9,40,Male,<=50K
34,16,60,Female,<=50K
36,11,40,Male,<=50K
33,9,48,Male,<=50K
57,9,40,Male,<=50K
63,9,40,Male,<=50K
21,9,40,Female,<=50K
74,9,25,Female,<=50K
29,9,45,Male,<=50K
41,13,40,Female,<=50K
31,9,60,Male,<=50K
26,13,40,Female,<=50K
40,10,40,Male,>50K
46,13,60,Male,>50K
46,9,40,Male,<=50K
47,9,45,Female,<=50K
49,9,40,Female,<=50K
36,9,48,Male,>50K
61,4,20,Male,<=50K
38,10,72,Male,<=50K
29,15,45,Male,>50K
31,9,40,Male,<=50K
38,9,50,Male,<=50K
45,13,42,Female,>50K
31,9,70,Male,<=50K
53,7,45,Male,<=50K
50,11,65,Male,<=50K
27,9,40,Male,<=50K
59,9,40,Male,<=50K
29,13,40,Male,<=50K
42,10,40,Male,<=50K
28,13,40,Female,<=50K
20,9,30,Male,<=50K
45,13,56,Female,<=50K
57,10,35,Male,>50K
35,12,60,Female,<=50K
37,15,60,Female,>50K
36,10,60,Male,>50K
28,9,40,Female,<=50K
65,9,20,Female,<=50K
42,9,50,Male,>50K
25,12,13,Male,<=50K
45,10,44,Male,>50K
35,11,45,Male,<=50K
68,10,40,Female,<=50K
53,16,50,Male,>50K
31,11,40,Male,<=50K
28,10,40,Male,<=50K
33,10,65,Male,<=50K
47,13,40,Male,<=50K
42,9,40,Male,<=50K
38,10,40,Male,<=50K
33,13,50,Male,>50K
51,11,46,Male,>50K
28,5,40,Male,<=50K
19,4,45,Male,<=50K
45,13,40,Female,<=50K
23,9,40,Male,<=50K
41,4,60,Male,<=50K
40,12,40,Female,<=50K
20,9,40,Female,<=50K
62,14,50,Male,<=50K
28,13,40,Male,>50K
32,9,38,Female,>50K
42,14,40,Male,>50K
24,14,40,Female,<=50K
71,13,50,Male,>50K
39,9,40,Male,<=50K
62,9,40,Male,<=50K
26,9,40,Female,<=50K
51,9,38,Female,<=50K
66,11,30,Female,<=50K
31,9,50,Male,<=50K
18,10,30,Male,<=50K
43,10,38,Female,<=50K
47,12,44,Male,<=50K
25,13,45,Male,<=50K
70,16,40,Male,>50K
48,10,40,Male,<=50K
26,13,50,Female,<=50K
17,6,30,Male,<=50K
24,10,40,Male,<=50K
56,13,40,Male,>50K
44,14,40,Male,>50K
38,12,40,Male,>50K
22,12,40,Male,<=50K
44,9,40,Female,<=50K
22,10,40,Female,<=50K
24,9,30,Female,<=50K
47,1,25,Male,<=50K
40,13,72,Female,>50K
45,12,40,Male,<=50K
23,10,30,Female,<=50K
37,10,30,Male,<=50K
38,10,40,Female,<=50K
63,10,60,Male,>50K
29,10,50,Female,>50K
52,14,50,Male,>50K
36,9,70,Male,<=50K
54,9,52,Male,>50K
35,9,15,Male,<=50K
64,9,40,Female,>50K
31,9,30,Female,<=50K
18,9,30,Female,<=50K
38,13,50,Male,>50K
38,12,40,Male,>50K
19,10,24,Male,<=50K
47,9,40,Male,<=50K
30,9,40,Male,>50K
46,14,50,Male,>50K
37,10,40,Female,<=50K
54,16,50,Male,>50K
23,13,40,Male,<=50K
48,9,70,Male,>50K
50,9,40,Male,<=50K
33,9,40,Male,<=50K
40,9,75,Male,>50K
22,9,25,Male,<=50K
31,13,45,Male,<=50K
31,8,40,Female,<=50K
39,8,40,Female,<=50K
22,10,25,Male,<=50K
52,14,55,Female,<=50K
41,9,40,Female,<=50K
36,13,60,Male,>50K
39,10,40,Male,<=50K
45,13,40,Male,>50K
28,9,50,Female,<=50K
30,9,70,Female,<=50K
44,8,40,Male,<=50K
37,16,40,Female,>50K
55,13,50,Male,>50K
62,11,40,Male,<=50K
40,9,40,Male,<=50K
32,13,40,Male,<=50K
25,5,40,Male,<=50K
50,10,45,Male,>50K
19,9,40,Male,<=50K
40,9,42,Male,<=50K
62,5,21,Male,<=50K
18,10,20,Male,<=50K
24,9,48,Female,<=50K
48,9,40,Female,<=50K
54,9,35,Female,<=50K
22,10,38,Male,<=50K
40,13,40,Female,<=50K
18,7,36,Male,<=50K
28,10,40,Female,<=50K
36,7,40,Male,<=50K
43,10,40,Male,<=50K
42,13,60,Male,>50K
20,9,40,Female,<=50K
45,9,40,Male,<=50K
41,9,40,Female,<=50K
40,13,60,Male,>50K
30,4,40,Male,<=50K
24,10,40,Male,<=50K
21,10,10,Female,<=50K
26,10,48,Male,<=50K
38,12,56,Male,>50K
17,3,20,Female,<=50K
26,10,25,Male,<=50K
55,9,81,Male,<=50K
49,9,45,Male,<=50K
50,7,40,Male,<=50K
33,13,40,Female,>50K
43,9,40,Female,<=50K
22,7,15,Female,<=50K
31,14,40,Female,>50K
44,9,40,Female,<=50K
23,10,20,Female,<=50K
57,4,40,Male,>50K
38,13,45,Male,>50K
17,7,15,Female,<=50K
27,9,40,Male,<=50K
27,10,40,Female,<=50K
28,13,15,Female,<=50K
30,9,40,Male,<=50K
52,13,40,Male,>50K
48,7,35,Female,<=50K
38,9,50,Male,<=50K
38,13,70,Male,<=50K
50,9,40,Male,<=50K
36,10,45,Male,<=50K
25,13,40,Male,<=50K
62,4,40,Male,<=50K
36,10,65,Male,<=50K
32,13,40,Male,<=50K
23,9,50,Male,<=50K
54,9,45,Male,<=50K
50,9,48,Male,>50K
37,6,40,Male,<=50K
25,13,40,Male,<=50K
35,10,50,Male,<=50K
47,14,40,Female,>50K
77,9,40,Female,>50K
65,9,20,Male,<=50K
55,14,40,Female,<=50K
36,13,40,Male,>50K
36,6,35,Female,<=50K
40,10,40,Male,>50K
36,3,40,Male,<=50K
37,13,20,Male,>50K
31,10,40,Male,<=50K
47,9,40,Female,<=50K
31,10,40,Female,<=50K
53,9,40,Male,<=50K
43,10,15,Female,<=50K
31,9,40,Female,<=50K
59,9,40,Female,>50K
54,13,38,Female,<=50K
19,9,40,Male,<=50K
39,16,42,Male,>50K
66,11,50,Male,<=50K
28,13,60,Male,<=50K
22,9,40,Male,<=50K
30,13,10,Male,<=50K
26,7,50,Male,<=50K
37,4,40,Male,<=50K
18,8,18,Female,<=50K
61,10,34,Female,>50K
34,10,34,Female,<=50K
20,10,20,Female,<=50K
37,9,40,Male,<=50K
23,10,30,Male,<=50K
25,9,40,Female,<=50K
65,9,40,Female,<=50K
23,9,40,Female,<=50K
23,10,47,Female,<=50K
48,14,40,Male,>50K
41,10,50,Male,<=50K
30,10,40,Male,<=50K
57,9,42,Male,>50K
18,4,30,Male,<=50K
39,9,60,Male,>50K
46,14,43,Female,<=50K
36,13,40,Male,<=50K
26,10,60,Male,<=50K
22,12,25,Female,<=50K
40,13,40,Male,<=50K
24,10,40,Male,>50K
39,10,55,Male,<=50K
23,9,40,Male,<=50K
54,13,40,Male,>50K
25,13,15,Female,<=50K
35,9,40,Male,<=50K
46,13,40,Female,>50K
20,9,20,Female,<=50K
35,12,45,Male,>50K
35,9,40,Male,<=50K
32,9,60,Male,>50K
28,12,40,Male,>50K
66,16,40,Female,<=50K
41,13,40,Male,>50K
25,13,40,Female,<=50K
38,9,45,Male,<=50K
44,10,45,Male,>50K
47,9,48,Female,<=50K
47,9,40,Male,<=50K
53,3,40,Male,<=50K
22,13,18,Male,<=50K
25,12,40,Female,<=50K
19,9,40,Female,<=50K
51,10,99,Male,<=50K
72,9,40,Male,<=50K
45,13,60,Male,>50K
21,10,40,Female,<=50K
57,9,57,Female,<=50K
20,10,40,Female,<=50K
29,9,30,Female,<=50K
29,13,70,Male,<=50K
46,9,46,Male,>50K
34,14,50,Male,>50K
23,13,40,Male,<=50K
33,5,33,Male,<=50K
31,9,40,Male,<=50K
50,16,55,Male,>50K
42,10,38,Male,<=50K
21,11,40,Male,<=50K
21,10,20,Male,<=50K
20,10,20,Female,<=50K
62,4,10,Male,<=50K
22,10,15,Female,<=50K
57,4,40,Male,<=50K
35,9,40,Male,<=50K
43,13,40,Female,<=50K
41,13,50,Male,>50K
35,9,20,Male,<=50K
18,9,25,Male,<=50K
35,9,40,Male,<=50K
25,9,40,Male,<=50K
44,10,40,Female,<=50K
22,9,40,Female,<=50K
41,11,40,Female,<=50K
25,8,30,Female,<=50K
22,3,35,Male,<=50K
27,9,50,Male,<=50K
42,9,40,Female,<=50K
18,7,35,Male,<=50K
21,10,18,Male,<=50K
56,4,40,Male,<=50K
29,11,40,Male,>50K
23,10,20,Male,<=50K
25,10,40,Male,<=50K
53,12,40,Male,<=50K
28,9,32,Female,<=50K
26,9,40,Male,<=50K
38,9,56,Male,<=50K
48,10,60,Male,<=50K
46,14,60,Male,>50K
43,14,60,Male,>50K
29,13,40,Male,<=50K
62,10,32,Male,<=50K
43,9,30,Male,<=50K
41,12,40,Female,>50K
18,7,20,Female,<=50K
33,13,45,Female,<=50K
40,13,60,Male,>50K
32,10,40,Male,<=50K
45,13,40,Male,>50K
60,13,60,Male,<=50K
33,9,60,Male,>50K
25,11,40,Male,>50K
20,12,30,Female,<=50K
45,13,60,Female,<=50K
41,15,45,Male,>50K
48,9,48,Male,>50K
25,5,38,Female,<=50K
54,6,65,Male,<=50K
45,13,45,Male,<=50K
45,11,50,Male,>50K
35,10,36,Female,<=50K
67,10,25,Female,<=50K
42,9,60,Female,<=50K
51,14,45,Male,>50K
68,16,60,Male,>50K
48,9,24,Female,<=50K
29,9,35,Male,<=50K
22,9,55,Male,<=50K
33,13,80,Male,<=50K
23,10,40,Male,<=50K
33,9,46,Female,>50K
38,9,40,Male,<=50K
37,9,40,Male,<=50K
46,10,40,Female,<=50K
55,8,40,Female,<=50K
26,9,40,Female,<=50K
21,7,40,Male,<=50K
17,7,18,Male,<=50K
38,9,40,Male,<=50K
52,10,36,Female,<=50K
26,11,55,Male,<=50K
21,10,16,Female,<=50K
45,11,38,Female,<=50K
61,9,40,Male,<=50K
52,10,45,Female,<=50K
41,13,55,Female,<=50K
28,10,20,Female,<=50K
23,9,40,Female,<=50K
53,9,40,Male,>50K
42,14,40,Male,<=50K
41,8,40,Male,>50K
36,12,40,Male,<=50K
49,13,44,Male,<=50K
50,9,45,Male,>50K
56,9,20,Male,<=50K
24,12,30,Male,<=50K
23,13,24,Male,<=50K
43,10,30,Male,<=50K
46,7,40,Male,<=50K
40,9,35,Male,<=50K
18,8,8,Female,<=50K
25,13,40,Female,<=50K
30,13,45,Male,>50K
66,7,40,Female,<=50K
24,13,10,Female,<=50K
24,12,3,Female,<=50K
71,10,14,Female,<=50K
52,10,40,Female,<=50K
32,11,40,Male,<=50K
33,9,65,Male,>50K
51,13,37,Male,>50K
65,14,35,Male,>50K
43,9,40,Male,<=50K
39,13,55,Male,>50K
57,13,40,Male,>50K
59,13,40,Female,<=50K
36,9,38,Female,<=50K
44,9,40,Male,>50K
38,13,50,Female,>50K
23,12,40,Female,<=50K
27,13,35,Male,<=50K
34,9,40,Male,>50K
20,10,32,Female,<=50K
80,9,14,Female,<=50K
28,6,50,Male,<=50K
66,2,30,Male,<=50K
40,13,45,Male,>50K
28,13,43,Female,<=50K
49,13,50,Female,>50K
34,9,40,Male,<=50K
46,10,40,Male,>50K
55,6,40,Male,<=50K
43,13,40,Male,<=50K
25,9,40,Male,<=50K
65,7,59,Male,>50K
32,9,40,Male,<=50K
69,13,50,Male,>50K
32,14,60,Male,>50K
67,14,10,Male,<=50K
22,9,20,Male,<=50K
59,9,40,Male,>50K
31,13,40,Male,<=50K
44,9,40,Male,>50K
25,14,40,Female,>50K
65,9,25,Female,<=50K
23,11,50,Male,<=50K
50,9,50,Male,>50K
34,10,40,Female,<=50K
49,10,60,Male,<=50K
58,10,40,Male,>50K
20,10,60,Male,<=50K
53,10,45,Female,<=50K
48,11,40,Male,<=50K
29,9,60,Male,<=50K
76,6,1,Male,<=50K
22,3,48,Male,<=50K
39,13,40,Female,<=50K
46,6,40,Male,<=50K
31,9,40,Male,<=50K
33,13,40,Male,<=50K
38,4,40,Male,<=50K
50,6,60,Male,<=50K
43,9,40,Male,<=50K
24,10,15,Female,<=50K
21,12,10,Female,<=50K
23,6,40,Female,<=50K
45,9,35,Female,<=50K
32,10,40,Male,>50K
61,4,31,Male,<=50K
22,8,30,Male,<=50K
35,9,70,Male,<=50K
20,10,15,Female,<=50K
33,9,50,Female,<=50K
24,10,64,Male,<=50K
41,10,40,Male,<=50K
32,13,45,Male,>50K
50,9,70,Male,>50K
31,10,40,Female,<=50K
72,15,35,Male,>50K
22,11,12,Female,<=50K
19,9,45,Female,<=50K
25,9,40,Male,<=50K
32,9,40,Male,<=50K
18,10,40,Female,<=50K
49,13,50,Male,<=50K
55,9,24,Female,<=50K
32,9,60,Male,>50K
28,9,45,Male,<=50K
20,10,20,Female,<=50K
25,9,26,Male,>50K
46,13,48,Male,>50K
46,14,40,Male,>50K
32,11,50,Male,>50K
26,13,40,Male,<=50K
20,10,40,Female,<=50K
49,13,42,Male,>50K
24,9,42,Female,<=50K
29,11,45,Female,<=50K
40,9,52,Female,<=50K
38,13,45,Female,>50K
34,9,40,Male,<=50K
53,9,40,Male,<=50K
28,15,40,Male,<=50K
50,14,40,Male,>50K
41,13,60,Male,>50K
41,14,55,Male,<=50K
25,11,40,Female,<=50K
39,10,40,Male,<=50K
40,13,99,Male,>50K
44,12,40,Female,>50K
21,10,40,Male,<=50K
31,9,40,Male,>50K
21,10,40,Female,<=50K
19,10,35,Male,<=50K
65,9,40,Female,<=50K
28,13,50,Female,>50K
68,9,40,Male,>50K
34,11,40,Female,<=50K
25,11,40,Female,<=50K
34,9,35,Female,<=50K
19,10,30,Female,<=50K
50,10,40,Male,<=50K
48,11,70,Male,>50K
26,13,35,Female,<=50K
21,10,40,Male,<=50K
33,9,40,Male,<=50K
29,13,40,Female,<=50K
40,6,40,Male,<=50K
25,12,40,Female,<=50K
25,13,40,Male,<=50K
44,4,40,Male,<=50K
44,9,39,Female,<=50K
32,13,40,Male,>50K
67,9,20,Male,<=50K
39,9,40,Male,<=50K
35,10,60,Male,<=50K
40,16,60,Male,>50K
30,9,25,Male,<=50K
60,9,42,Male,<=50K
31,10,50,Male,<=50K
68,9,42,Female,<=50K
21,10,40,Male,<=50K
61,10,14,Male,<=50K
33,11,40,Female,>50K
44,7,30,Female,<=50K
26,9,40,Male,<=50K
54,14,40,Male,<=50K
50,9,48,Male,<=50K
64,1,40,Male,<=50K
33,9,40,Male,<=50K
59,9,24,Female,<=50K
34,10,40,Male,<=50K
25,12,30,Female,<=50K
28,4,50,Male,<=50K
61,10,40,Female,<=50K
20,9,24,Female,<=50K
40,13,40,Male,<=50K
27,10,40,Female,<=50K
24,10,40,Male,<=50K
60,9,40,Male,>50K
46,9,40,Female,<=50K
41,9,40,Male,>50K
32,14,55,Male,>50K
17,8,20,Female,<=50K
52,9,40,Male,<=50K
53,13,44,Male,>50K
26,10,30,Male,<=50K
50,13,45,Male,>50K
34,9,40,Male,<=50K
57,10,60,Male,>50K
45,14,30,Female,<=50K
38,7,60,Male,<=50K
58,12,42,Male,>50K
42,16,60,Male,<=50K
24,9,40,Male,<=50K
61,9,40,Male,>50K
24,9,40,Male,<=50K
35,13,45,Male,<=50K
43,14,45,Female,<=50K
44,13,60,Male,>50K
35,13,50,Male,<=50K
53,4,40,Female,<=50K
48,9,45,Female,<=50K
23,9,40,Male,<=50K
70,6,40,Female,<=50K
28,9,40,Male,<=50K
44,13,44,Male,>50K
26,13,12,Female,<=50K
32,5,45,Male,<=50K
